,relative_timestamp,operation,p1,p2,p3
81237,1164867,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
81238,1164871,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/vue.components.index\0""",0x1FF,0x0
81239,1164886,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/vue.components.index\0""",0x7000100A70E0,0x0
81240,1164890,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
81241,1164905,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
81242,1164908,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/vue.components.index\0""",0x1FF,0x0
81243,1164924,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/vue.components.index\0""",0x7000100A70E0,0x0
81244,1164957,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinpackagesourcesmembernamesindex\0""",0x1FF,0x0
81245,1164976,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinpackagesourcesmembernamesindex\0""",0x7000100A70E0,0x0
81246,1164980,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinpackagesourcesmembernamesindex\0""",0x1FF,0x0
81247,1164997,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinpackagesourcesmembernamesindex\0""",0x7000100A70E0,0x0
81248,1165022,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
81249,1165038,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
81250,1165042,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/java.class.extlist\0""",0x1FF,0x0
81251,1165056,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/java.class.extlist\0""",0x7000100A70E0,0x0
81252,1165060,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
81253,1165074,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
81254,1165078,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/java.class.extlist\0""",0x1FF,0x0
81255,1165093,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/java.class.extlist\0""",0x7000100A70E0,0x0
81256,1165126,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.idindex\0""",0x1FF,0x0
81257,1165142,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.idindex\0""",0x7000100A70E0,0x0
81258,1165147,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.idindex\0""",0x1FF,0x0
81259,1165162,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.idindex\0""",0x7000100A70E0,0x0
81260,1165201,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
81261,1165217,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
81262,1165221,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinmultifileclasspartindex\0""",0x1FF,0x0
81263,1165237,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinmultifileclasspartindex\0""",0x7000100A70E0,0x0
81264,1165240,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
81265,1165255,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
81266,1165259,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinmultifileclasspartindex\0""",0x1FF,0x0
81267,1165274,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinmultifileclasspartindex\0""",0x7000100A70E0,0x0
81268,1165303,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
81269,1165319,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
81270,1165323,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/gr.annot.members\0""",0x1FF,0x0
81271,1165338,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/gr.annot.members\0""",0x7000100A70E0,0x0
81272,1165342,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
81273,1165357,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
81274,1165361,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/gr.annot.members\0""",0x1FF,0x0
81275,1165375,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/gr.annot.members\0""",0x7000100A70E0,0x0
81276,1165409,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.javafx.stylesheets.name\0""",0x1FF,0x0
81277,1165427,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.javafx.stylesheets.name\0""",0x7000100A70E0,0x0
81278,1165431,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.javafx.stylesheets.name\0""",0x1FF,0x0
81279,1165447,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.javafx.stylesheets.name\0""",0x7000100A70E0,0x0
81280,1165483,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.navxmlindex\0""",0x1FF,0x0
81281,1165499,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.navxmlindex\0""",0x7000100A70E0,0x0
81282,1165504,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.navxmlindex\0""",0x1FF,0x0
81283,1165519,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.navxmlindex\0""",0x7000100A70E0,0x0
81284,1165558,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
81285,1165574,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
81286,1165577,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/vue.mixin.binding.index\0""",0x1FF,0x0
81287,1165593,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/vue.mixin.binding.index\0""",0x7000100A70E0,0x0
81288,1165596,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
81289,1165611,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
81290,1165615,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/vue.mixin.binding.index\0""",0x1FF,0x0
81291,1165630,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/vue.mixin.binding.index\0""",0x7000100A70E0,0x0
81292,1165662,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.xmlnamespaces\0""",0x1FF,0x0
81293,1165678,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.xmlnamespaces\0""",0x7000100A70E0,0x0
81294,1165682,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.xmlnamespaces\0""",0x1FF,0x0
81295,1165697,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.xmlnamespaces\0""",0x7000100A70E0,0x0
81296,1165733,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
81297,1165749,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
81298,1165753,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angularjs.generic.modules.index\0""",0x1FF,0x0
81299,1165768,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angularjs.generic.modules.index\0""",0x7000100A70E0,0x0
81300,1165771,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
81301,1165785,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
81302,1165789,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angularjs.generic.modules.index\0""",0x1FF,0x0
81303,1165804,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angularjs.generic.modules.index\0""",0x7000100A70E0,0x0
81304,1165835,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
81305,1165851,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
81306,1165855,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/vue.global.directives.index\0""",0x1FF,0x0
81307,1165870,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/vue.global.directives.index\0""",0x7000100A70E0,0x0
81308,1165873,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
81309,1165888,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
81310,1165891,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/vue.global.directives.index\0""",0x1FF,0x0
81311,1165906,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/vue.global.directives.index\0""",0x7000100A70E0,0x0
81312,1165936,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.cssindex\0""",0x1FF,0x0
81313,1165953,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.cssindex\0""",0x7000100A70E0,0x0
81314,1165957,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.cssindex\0""",0x1FF,0x0
81315,1165972,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.cssindex\0""",0x7000100A70E0,0x0
81316,1166009,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/htmltagidindex\0""",0x1FF,0x0
81317,1166025,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/htmltagidindex\0""",0x7000100A70E0,0x0
81318,1166029,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/htmltagidindex\0""",0x1FF,0x0
81319,1166044,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/htmltagidindex\0""",0x7000100A70E0,0x0
81320,1166087,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.todoindex\0""",0x1FF,0x0
81321,1166104,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.todoindex\0""",0x7000100A70E0,0x0
81322,1166108,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.todoindex\0""",0x1FF,0x0
81323,1166123,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.todoindex\0""",0x7000100A70E0,0x0
81324,1166159,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
81325,1166175,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
81326,1166179,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angular2.metadata.module.index\0""",0x1FF,0x0
81327,1166194,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angular2.metadata.module.index\0""",0x7000100A70E0,0x0
81328,1166197,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
81329,1166211,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
81330,1166215,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angular2.metadata.module.index\0""",0x1FF,0x0
81331,1166230,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angular2.metadata.module.index\0""",0x7000100A70E0,0x0
81332,1166260,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
81333,1166276,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
81334,1166279,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/css.id\0""",0x1FF,0x0
81335,1166296,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/css.id\0""",0x7000100A70E0,0x0
81336,1166299,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
81337,1166314,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
81338,1166317,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/css.id\0""",0x1FF,0x0
81339,1166331,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/css.id\0""",0x7000100A70E0,0x0
81340,1166363,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.angularjs.ui.router.views.index\0""",0x1FF,0x0
81341,1166380,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.angularjs.ui.router.views.index\0""",0x7000100A70E0,0x0
81342,1166384,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.angularjs.ui.router.views.index\0""",0x1FF,0x0
81343,1166400,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.angularjs.ui.router.views.index\0""",0x7000100A70E0,0x0
81344,1166433,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.htmlscriptsrcindex\0""",0x1FF,0x0
81345,1166448,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.htmlscriptsrcindex\0""",0x7000100A70E0,0x0
81346,1166453,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.htmlscriptsrcindex\0""",0x1FF,0x0
81347,1166468,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.htmlscriptsrcindex\0""",0x7000100A70E0,0x0
81348,1166503,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/org.jetbrains.kotlin.idea.vfilefinder.klibmetafileindex\0""",0x1FF,0x0
81349,1166519,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/org.jetbrains.kotlin.idea.vfilefinder.klibmetafileindex\0""",0x7000100A70E0,0x0
81350,1166524,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/org.jetbrains.kotlin.idea.vfilefinder.klibmetafileindex\0""",0x1FF,0x0
81351,1166539,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/org.jetbrains.kotlin.idea.vfilefinder.klibmetafileindex\0""",0x7000100A70E0,0x0
81352,1166576,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
81353,1166592,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
81354,1166596,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/jvm.static.member.type\0""",0x1FF,0x0
81355,1166610,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/jvm.static.member.type\0""",0x7000100A70E0,0x0
81356,1166614,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
81357,1166628,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
81358,1166631,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/jvm.static.member.type\0""",0x1FF,0x0
81359,1166646,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/jvm.static.member.type\0""",0x7000100A70E0,0x0
81360,1166677,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/fileincludes\0""",0x1FF,0x0
81361,1166694,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/fileincludes\0""",0x7000100A70E0,0x0
81362,1166698,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/fileincludes\0""",0x1FF,0x0
81363,1166713,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/fileincludes\0""",0x7000100A70E0,0x0
81364,1166757,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.ant-imports\0""",0x1FF,0x0
81365,1166773,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.ant-imports\0""",0x7000100A70E0,0x0
81366,1166777,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.ant-imports\0""",0x1FF,0x0
81367,1166793,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.ant-imports\0""",0x7000100A70E0,0x0
81368,1166829,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
81369,1166844,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
81370,1166848,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/java.class.shortname\0""",0x1FF,0x0
81371,1166863,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/java.class.shortname\0""",0x7000100A70E0,0x0
81372,1166866,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
81373,1166881,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
81374,1166884,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/java.class.shortname\0""",0x1FF,0x0
81375,1166899,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/java.class.shortname\0""",0x7000100A70E0,0x0
81376,1166930,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
81377,1166946,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000100A70E0,0x0
81378,1166949,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/ts.local.classes\0""",0x1FF,0x0
81379,1166964,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/ts.local.classes\0""",0x7000100A70E0,0x0
81380,1166968,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
81381,1166982,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000100A70E0,0x0
81382,1166986,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/ts.local.classes\0""",0x1FF,0x0
81383,1167000,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/ts.local.classes\0""",0x7000100A70E0,0x0
81384,1167031,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinpartialpackagenamesindex\0""",0x1FF,0x0
81385,1167048,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinpartialpackagenamesindex\0""",0x7000100A70E0,0x0
81386,1167052,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinpartialpackagenamesindex\0""",0x1FF,0x0
