,relative_timestamp,operation,p1,p2,p3
193641,1923791,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
193642,1923807,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
193643,1923811,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angularjs.ui.router.generic.states.index\0""",0x1FF,0x0
193644,1923826,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angularjs.ui.router.generic.states.index\0""",0x7000103300E0,0x0
193645,1923829,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
193646,1923844,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
193647,1923847,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angularjs.ui.router.generic.states.index\0""",0x1FF,0x0
193648,1923862,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angularjs.ui.router.generic.states.index\0""",0x7000103300E0,0x0
193649,1923877,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.xsltsymbolindex\0""",0x1FF,0x0
193650,1923893,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.xsltsymbolindex\0""",0x7000103300E0,0x0
193651,1923897,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.xsltsymbolindex\0""",0x1FF,0x0
193652,1923912,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.xsltsymbolindex\0""",0x7000103300E0,0x0
193653,1923931,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
193654,1923947,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
193655,1923950,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/es6.assignment.index\0""",0x1FF,0x0
193656,1923965,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/es6.assignment.index\0""",0x7000103300E0,0x0
193657,1923969,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
193658,1923983,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
193659,1923987,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/es6.assignment.index\0""",0x1FF,0x0
193660,1924001,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/es6.assignment.index\0""",0x7000103300E0,0x0
193661,1924017,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.json.file.root.values\0""",0x1FF,0x0
193662,1924033,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.json.file.root.values\0""",0x7000103300E0,0x0
193663,1924037,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.json.file.root.values\0""",0x1FF,0x0
193664,1924053,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.json.file.root.values\0""",0x7000103300E0,0x0
193665,1924071,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
193666,1924087,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
193667,1924091,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/scss.placeholder.selector\0""",0x1FF,0x0
193668,1924106,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/scss.placeholder.selector\0""",0x7000103300E0,0x0
193669,1924110,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
193670,1924124,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
193671,1924128,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/scss.placeholder.selector\0""",0x1FF,0x0
193672,1924142,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/scss.placeholder.selector\0""",0x7000103300E0,0x0
193673,1924158,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/xmltagnames\0""",0x1FF,0x0
193674,1924174,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/xmltagnames\0""",0x7000103300E0,0x0
193675,1924178,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/xmltagnames\0""",0x1FF,0x0
193676,1924193,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/xmltagnames\0""",0x7000103300E0,0x0
193677,1924220,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/protoeditor.java.outer.class.index\0""",0x1FF,0x0
193678,1924237,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/protoeditor.java.outer.class.index\0""",0x7000103300E0,0x0
193679,1924241,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/protoeditor.java.outer.class.index\0""",0x1FF,0x0
193680,1924256,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/protoeditor.java.outer.class.index\0""",0x7000103300E0,0x0
193681,1924282,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.bytecodeanalysis\0""",0x1FF,0x0
193682,1924298,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.bytecodeanalysis\0""",0x7000103300E0,0x0
193683,1924302,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.bytecodeanalysis\0""",0x1FF,0x0
193684,1924317,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.bytecodeanalysis\0""",0x7000103300E0,0x0
193685,1924338,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.vuenoscriptfilesindex\0""",0x1FF,0x0
193686,1924353,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.vuenoscriptfilesindex\0""",0x7000103300E0,0x0
193687,1924357,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.vuenoscriptfilesindex\0""",0x1FF,0x0
193688,1924373,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.vuenoscriptfilesindex\0""",0x7000103300E0,0x0
193689,1924391,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
193690,1924407,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
193691,1924410,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinsubclassobjectnameindex\0""",0x1FF,0x0
193692,1924426,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinsubclassobjectnameindex\0""",0x7000103300E0,0x0
193693,1924429,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
193694,1924444,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
193695,1924448,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinsubclassobjectnameindex\0""",0x1FF,0x0
193696,1924463,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinsubclassobjectnameindex\0""",0x7000103300E0,0x0
193697,1924478,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.domfileindex\0""",0x1FF,0x0
193698,1924494,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.domfileindex\0""",0x0,0x0
205205,54882856,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
205206,54882962,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
205220,54883680,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
205221,54883759,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
220034,2255533,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
220035,2255626,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
220214,2275340,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
220215,2275431,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
220297,55588320,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
220298,55588399,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
220428,55590407,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
220435,55590529,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
233022,56039305,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
233023,56039497,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
233196,56051561,lstat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/controllers/MainController.kt\0""",0x700013D096D0,0x0
233198,56051636,lstat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/controllers/MainController.kt\0""",0x700013D09500,0x0
233207,56052155,unlink,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/controllers/MainController.kt\0""",0x0,0x0
233217,56052642,lstat,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/controllers/MainController.kt\0""",0x60000046A600,0x0
233311,56061229,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
233313,56061381,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
233440,56065609,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
233442,56065729,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
233740,56079495,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/LocalHistory/changes.storageData\0""",0x202,0x1B6
233743,56079702,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/LocalHistory/changes.storageRecordIndex\0""",0x202,0x1B6
233746,56079861,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
233747,56079938,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
234512,824095,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.mvn/maven.config\0""",0x70000FB145E0,0x0
234515,824134,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.mvn/maven.config\0""",0x70000FB145E0,0x0
234557,309254,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/idindex\0""",0x0,0x0
234558,309326,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/idindex/values.values\0""",0x202,0x1B6
234593,309937,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/idindex/fileIdToHashId\0""",0x0,0x0
234597,309996,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/idindex/fileIdToHashId\0""",0x700012DD1C60,0x0
234599,310721,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/idindex/fileIdToHashId\0""",0x202,0x1B6
234642,826247,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/tmp/intellij-git-askpass-local.sh\0""",0x70000FB14800,0x0
234644,826419,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/tmp/intellij-ssh-askpass-local.sh\0""",0x70000FB147F0,0x0
234650,312309,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/org.jetbrains.kotlin.idea.vfilefinder.kotlinpartialpackagenamesindex/org.jetbrains.kotlin.idea.vfilefinder.KotlinPartialPackageNamesIndex.storage\0""",0x0,0x0
234653,312337,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/org.jetbrains.kotlin.idea.vfilefinder.kotlinpartialpackagenamesindex/org.jetbrains.kotlin.idea.vfilefinder.KotlinPartialPackageNadtrace:",error,on
234664,312546,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/org.jetbrains.kotlin.idea.vfilefinder.kotlinpartialpackagenamesindex/org.jetbrains.kotlin.idea.vfilefinder.KotlinPartialPackageNamesIndex_inputs\0""",0x0,0x0
234665,312571,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/org.jetbrains.kotlin.idea.vfilefinder.kotlinpartialpackagenamesindex/org.jetbrains.kotlin.idea.vfilefinder.KotlinPartialPackageNamesIndex_inputs\0""",0x700012DD1BF0,0x0
234680,89339,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/controllers/.editorconfig\0""",0x7000124B7360,0x0
234681,89350,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/.editorconfig\0""",0x7000124B7360,0x0
234682,89356,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/.editorconfig\0""",0x7000124B7360,0x0
234683,89362,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/.editorconfig\0""",0x7000124B7360,0x0
234684,89368,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/.editorconfig\0""",0x7000124B7360,0x0
234685,89373,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/.editorconfig\0""",0x7000124B7360,0x0
234686,89379,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/.editorconfig\0""",0x7000124B7360,0x0
234687,89384,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/.editorconfig\0""",0x7000124B7360,0x0
234688,89390,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.editorconfig\0""",0x7000124B7360,0x0
234689,89395,stat64,"""/Users/vakosta/Developer/IdeaProjects/.editorconfig\0""",0x7000124B7360,0x0
234690,89400,stat64,"""/Users/vakosta/Developer/.editorconfig\0""",0x7000124B7360,0x0
234691,89405,stat64,"""/Users/vakosta/.editorconfig\0""",0x7000124B7360,0x0
234692,89409,stat64,"""/Users/.editorconfig\0""",0x7000124B7360,0x0
234709,314219,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/trigram.index\0""",0x0,0x0
234710,314286,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/trigram.index/values.values\0""",0x202,0x1B6
234711,829390,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata\0""",0x70000FB14590,0x0
234713,829397,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata\0""",0x70000FB14590,0x0
234722,314524,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/trigram.index/Trigram.Index.storage\0""",0x0,0x0
234723,314542,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/trigram.index/Trigram.Index.storage\0""",0x700012DD1B00,0x0
234782,315757,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/trigram.index/fileIdToHashId\0""",0x0,0x0
234788,315811,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/trigram.index/fileIdToHashId\0""",0x700012DD1C60,0x0
234792,315854,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/trigram.index/fileIdToHashId\0""",0x202,0x1B6
238926,56376710,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
238927,56376864,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
238941,56383199,lstat,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/services/RoomService.kt\0""",0x60000046A600,0x0
238971,56398692,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/LocalHistory/changes.storageData\0""",0x202,0x1B6
238974,56398837,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/LocalHistory/changes.storageRecordIndex\0""",0x202,0x1B6
238978,56399308,access,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/services/RoomService.kt\0""",0x0,0x0
238981,315867,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/services/RoomService.kt\0""",0x700012CD24B0,0x0
238982,315887,lstat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/services/RoomService.kt~\0""",0x700012CD2480,0x0
238983,315935,open,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/services/RoomService.kt\0""",0x0,0x0
238984,316011,open,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/services/RoomService.kt~\0""",0xA01,0x81A4
239005,56399743,open,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/services/RoomService.kt\0""",0x681,0x1B6
239008,56399994,lstat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/services/RoomService.kt~\0""",0x700013D09300,0x0
239009,56400074,unlink,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/services/RoomService.kt~\0""",0x0,0x0
239010,56400110,lstat,"""/Users/vakosta/Developer/IdeaProjects/Comnata/main-service/src/main/kotlin/tv/comnata/mainservice/services/RoomService.kt\0""",0x60000046A600,0x0
239584,759918,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.mvn/maven.config\0""",0x70000FEA05E0,0x0
239588,759992,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.mvn/maven.config\0""",0x70000FEA05E0,0x0
239875,323669,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/textContentHashes\0""",0x0,0x0
239880,323699,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/textContentHashes\0""",0x700012CCE130,0x0
239890,323764,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/textContentHashes\0""",0x202,0x1B6
240252,342502,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/trigram.index/values\0""",0x0,0x0
240253,342521,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/trigram.index/values\0""",0x700012CCE3B0,0x0
240254,342575,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/trigram.index/values\0""",0x202,0x1B6
240260,343498,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/idindex/compositeHashId\0""",0x0,0x0
240261,343513,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/idindex/compositeHashId\0""",0x700012CCE1D0,0x0
240266,343555,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/idindex/compositeHashId\0""",0x202,0x1B6
240279,345444,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/idindex/values\0""",0x0,0x0
240280,345462,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/idindex/values\0""",0x700012CCE3B0,0x0
240281,345510,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/idindex/values\0""",0x202,0x1B6
240294,346776,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/hashfragmentindex/compositeHashId\0""",0x0,0x0
240295,346808,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/hashfragmentindex/compositeHashId\0""",0x700012CCE1D0,0x0
240296,346905,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/hashfragmentindex/compositeHashId\0""",0x202,0x1B6
240330,355547,access,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/hashfragmentindex/values\0""",0x0,0x0
240332,355576,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/hashfragmentindex/values\0""",0x700012CCE3B0,0x0
240336,355634,open,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/hashfragmentindex/values\0""",0x202,0x1B6
240352,190627,lstat64,"""/Users/vakosta/Library/Saved",Application,"State/com.jetbrains.intellij.savedState/window_30.data\0"""
240944,764656,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
240948,764797,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
240987,765230,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
240996,765306,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
241067,766260,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/tmp/intellij-git-askpass-local.sh\0""",0x70000FEA03C0,0x0
241080,766410,stat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/tmp/intellij-ssh-askpass-local.sh\0""",0x70000FEA03B0,0x0
241086,767107,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata\0""",0x70000FEA0150,0x0
241087,767116,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata\0""",0x70000FEA0150,0x0
241198,769087,open,"""/Users/vakosta/Library/Application","Support/JetBrains/Idea/consentOptions/cached\0""",0x0
241199,769219,open,"""/Users/vakosta/Library/Application","Support/JetBrains/consentOptions/accepted\0""",0x0
241205,769923,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/config\0""",0x70000FEA0680,0x0
241206,769939,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/config\0""",0x70000FEA0680,0x0
241207,769965,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/config\0""",0x70000FEA0520,0x0
241213,770163,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/config\0""",0x70000FEA0240,0x0
241216,770190,open,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/config\0""",0x0,0x0
241228,770548,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/packed-refs\0""",0x70000FEA0510,0x0
241229,770582,open,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/packed-refs\0""",0x0,0x0
241234,770637,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/packed-refs\0""",0x70000FEA0160,0x0
241237,770765,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/heads\0""",0x70000FEA0500,0x0
241238,770788,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/heads\0""",0x70000FEA0370,0x0
241239,770801,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/heads\0""",0x70000FEA0480,0x0
241240,770833,open_nocancel,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/heads\0""",0x1100004,0x0
241244,770952,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/heads/master\0""",0x70000FEA0370,0x0
241245,771036,open,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/heads/master\0""",0x0,0x0
241247,771079,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/heads/master\0""",0x70000FE9FE80,0x0
241250,771122,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/heads/master\0""",0x70000FEA0480,0x0
241251,771142,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/remotes\0""",0x70000FEA0500,0x0
241252,771160,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/remotes\0""",0x70000FEA0370,0x0
241253,771170,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/remotes\0""",0x70000FEA0480,0x0
241254,771191,open_nocancel,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/remotes\0""",0x1100004,0x0
241258,771258,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/remotes/origin\0""",0x70000FEA0370,0x0
241259,771270,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/remotes/origin\0""",0x70000FEA0480,0x0
241260,771288,open_nocancel,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/remotes/origin\0""",0x1100004,0x0
241264,771336,stat64,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/remotes/origin/HEAD\0""",0x70000FEA0370,0x0
241265,771390,open,"""/Users/vakosta/Developer/IdeaProjects/Comnata/.git/refs/remotes/origin/HEAD\0""",0x0,0x0
